künstl_Saison;VA_Projekt;VATyp;Datum_von;Datum_bis;VA_Raum;Aktivitätsstatus;VA_Titel;Anzeige_Besetzung;Anzeige_Programm;Abo's
2009/10 K;Streichquartett International (2009/10 K);KHB;27.05.2010 20:00;27.05.2010 23:00;Kleiner Saal;Konzert;Konzert;Kuss Quartett;"Wolfgang Amadeus Mozart Streichquartett B-Dur KV 458
Béla Bartók Streichquartett Nr. 2
Wolfgang Amadeus Mozart Drei Präludien und Fugen nach Johann Sebastian Bach KV 405
Ludwig van Beethoven Streichquartett F-Dur op. 135";Abo StQI
2009/10 K;Konzerthausorchester B5 (2009/10 K);KHB;28.05.2010 20:00;28.05.2010 23:00;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Michael Gielen
Melanie Diener Sopran";"Robert Schumann Ouvertüre zu Schillers Trauerspiel „Die Braut von Messina“ op. 100
Alban Berg „Sieben frühe Lieder“ für Sopran und Orchester
Robert Schumann Sinfonie Nr. 2 C-Dur op. 61";Abo B
2009/10 K;Elfenzauber 09/10 (2009/10 K);KHB;29.05.2010 15:30;29.05.2010 17:00;Musikclub;Konzert;Elfenzauber;;;
2009/10 K;Konzerthausorchester B5 (2009/10 K);KHB;29.05.2010 20:00;29.05.2010 23:00;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Michael Gielen
Melanie Diener Sopran";"Robert Schumann Ouvertüre zu Schillers Trauerspiel „Die Braut von Messina“ op. 100
Alban Berg „Sieben frühe Lieder“ für Sopran und Orchester
Robert Schumann Sinfonie Nr. 2 C-Dur op. 61";Abo B
2009/10 K;Elfenzauber 09/10 (2009/10 K);KHB;30.05.2010 15:30;30.05.2010 17:00;Musikclub;Konzert;Elfenzauber;;;
2009/10 K;Schumann-Projekt 09/10 (2009/10 K);KHB;30.05.2010 20:00;30.05.2010 22:30;Kleiner Saal;Konzert;Konzert;Andreas Staier Hammerklavier;"Robert Schumann „Album für die Jugend“ op. 68 (Auszüge)
Robert Schumann Vier Klavierstücke op. 32
Robert Schumann „Waldszenen“ op. 82
Robert Schumann Sieben Stücke in Fughettenform op. 126
Robert Schumann „Kinderszenen“ op. 15";
2009/10 K;Musikforum Gendarmenmarkt (2009/10 K);KHBKoop;01.06.2010 20:00;01.06.2010 22:30;Kleiner Saal;Konzert;Konzert;"Sanja Fister Schlagzeug
Biao Li Schlagzeug
Franz Schindlbeck Schlagzeug
Rainer Seegers Schlagzeug
Studierende der Hochschule für Musik „Hanns Eisler“ Berlin";"Christopher Rouse „Ku-Ka-Ilimoku“
Tobias Broström „Bridging the World“
Sven-David Sandström „Pieces of Wood“
Russell Peck „Lift-Off“
Nigel Westlake „Moving air“
Astor Piazzolla Tango-Suite, bearbeitet von Kevin Super
Steve Reich „Music for pieces of wood“
Edgard Varèse „Ionisation“";
2009/10 K;Schumann-Projekt 09/10 (2009/10 K);KHB;02.06.2010 20:00;02.06.2010 23:00;Kleiner Saal;Konzert;Konzert;"Thomas Leander Klavier
August Zirner Sprecher";"Robert Schumann Fantasiestück op. 111 Nr. 1
Robert Schumann „Ballade vom Haideknaben“ für Deklamation mit Klavierbegleitung op. 122 Nr. 1
Robert Schumann „Die Flüchtlinge“ für Deklamation mit Klavierbegleitung op. 122 Nr. 2
Robert Schumann Variationen über ein eigenes Thema Es-Dur WoO 24 („Geistervariationen“)
Franz Liszt „Der traurige Mönch“ für Deklamation mit Klavierbegleitung
Franz Liszt „Lenore“ für Deklamation mit Klavierbegleitung
Ulrich Kreppein Melodram
Maurice Ravel „Gaspard de la nuit“ - Trois poèmes pour piano d'après Aloysius Bertrand";
2009/10 K;Konzerthausorchester A6 (2009/10 K);KHB;03.06.2010 20:00;03.06.2010 23:00;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Eliahu Inbal
Pieter Wispelwey Violoncello";"Magnus Lindberg „Arena“ für Orchester
Robert Schumann Konzert für Violoncello und Orchester a-Moll op. 129
Dmitri Schostakowitsch Sinfonie Nr. 15 A-Dur op. 141";Abo A
2009/10 K;Konzerthausorchester A6 (2009/10 K);KHB;04.06.2010 20:00;04.06.2010 23:00;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Eliahu Inbal
Pieter Wispelwey Violoncello";"Magnus Lindberg „Arena“ für Orchester
Robert Schumann Konzert für Violoncello und Orchester a-Moll op. 129
Dmitri Schostakowitsch Sinfonie Nr. 15 A-Dur op. 141";Abo A
2009/10 K;Konzerthausorchester A6 (2009/10 K);KHB;04.06.2010 22:00;04.06.2010 23:00;Musikclub;Diskussionsveranstaltung;Nach(t)gespräch mit den Künstlern des Konzertes;"Konzerthausorchester Berlin
Eliahu Inbal
Pieter Wispelwey Violoncello";"Magnus Lindberg „Arena“ für Orchester
Robert Schumann Konzert für Violoncello und Orchester a-Moll op. 129
Dmitri Schostakowitsch Sinfonie Nr. 15 A-Dur op. 141";Abo A
2009/10 K;Konzerthausorchester A6 (2009/10 K);KHB;05.06.2010 20:00;05.06.2010 23:00;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Eliahu Inbal
Pieter Wispelwey Violoncello";"Magnus Lindberg „Arena“ für Orchester
Robert Schumann Konzert für Violoncello und Orchester a-Moll op. 129
Dmitri Schostakowitsch Sinfonie Nr. 15 A-Dur op. 141";Abo A
2009/10 K;Tag der offenen Tür (2009/10 K);KHB;06.06.2010 10:00;06.06.2010 17:00;Carl-Maria-von-Weber-Saal;Konzert;Tag der offenen Tür;;;
2009/10 K;Tag der offenen Tür (2009/10 K);KHB;06.06.2010 10:00;06.06.2010 17:00;Freitreppe;Konzert;Tag der offenen Tür;;;
2009/10 K;Tag der offenen Tür (2009/10 K);KHB;06.06.2010 10:00;06.06.2010 17:00;Großer Saal;Konzert;Tag der offenen Tür;;;
2009/10 K;Tag der offenen Tür (2009/10 K);KHB;06.06.2010 10:00;06.06.2010 17:00;Imbissfoyer Beethoven-Saal;Konzert;Tag der offenen Tür;;;
2009/10 K;Tag der offenen Tür (2009/10 K);KHB;06.06.2010 10:00;06.06.2010 17:00;Imbissfoyer Weber-Saal;Konzert;Tag der offenen Tür;;;
2009/10 K;Tag der offenen Tür (2009/10 K);KHB;06.06.2010 10:00;06.06.2010 17:00;Kleiner Saal;Konzert;Tag der offenen Tür;;;
2009/10 K;Tag der offenen Tür (2009/10 K);KHB;06.06.2010 10:00;06.06.2010 17:00;Konzerthaus Berlin;Konzert;Tag der offenen Tür;;;
2009/10 K;Tag der offenen Tür (2009/10 K);KHB;06.06.2010 10:00;06.06.2010 17:00;Ludwig-van-Beethoven-Saal;Konzert;Tag der offenen Tür;;;
2009/10 K;Tag der offenen Tür (2009/10 K);KHB;06.06.2010 10:00;06.06.2010 17:00;Musikclub;Konzert;Tag der offenen Tür;;;
2009/10 K;Tag der offenen Tür (2009/10 K);KHB;06.06.2010 10:00;06.06.2010 17:00;Werner-Otto-Saal;Konzert;Tag der offenen Tür;;;
2009/10 K;Musiktheater IX 09/10 (2009/10 K);KHB;07.06.2010 18:00;07.06.2010 21:00;Werner-Otto-Saal;Konzert;„Der Blick auf den Klang“;;;
2009/10 K;Schumann-Projekt 09/10 (2009/10 K);KHB;08.06.2010 20:00;08.06.2010 23:00;Kleiner Saal;Konzert;Zum 200. Geburtstag von Robert Schumann;"Ruth Ziesak Sopran
Anke Vondung Alt
Werner Güra Tenor
Konrad Jarnot Bass
Christoph Berner Klavier
Camillo Radicke Klavier";"Robert Schumann „Spanisches Liederspiel“ - Ein Zyklus von Gesängen für eine und mehrere Singstimmen und Klavier op. 74
Robert Schumann „Minnespiel“ (aus Friedrich Rückerts „Liebesfrühling“) für eine und mehrere Singstimmen und Klavier op. 101
Robert Schumann „Spanische Liebeslieder“ - Ein Zyklus von Gesängen für eine und mehrere Stimmen und Klavier zu vier Händen op. 138";
2009/10 K;Freundeskreis Konzerthaus Berlin 09/10 (2009/10 K);KHB;10.06.2010 19:00;10.06.2010 22:00;Besucherservice;Diskussionsveranstaltung;Zu Gast beim Freundeskreis;;;
2009/10 K;Konzerthausorchester F4  (2009/10 K);KHB;12.06.2010 20:00;12.06.2010 23:00;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Rundfunkchor Berlin
Estnischer Nationaler Männerchor (RAM)
Prager Philharmonischer Chor (Damen)
Melanie Diener Sopran (Tove)
Claudia Mahnke Mezzosopran (Waldtaube)
Daniel Kirch Tenor (Waldemar)
Daniel Ohlmann Tenor (Klaus-Narr)
Ralf Lukas Bariton (Bauer)
Udo Samel Sprecher
Nicolas Fink Choreinstudierung
Lukas Vasilek Choreinstudierung
Andrus Siimon Choreinstudierung";Arnold Schönberg „Gurre-Lieder“ für Soli, Chor und Orchester (nach Jens Peter Jacobsen);Abo F
2009/10 K;Konzerthausorchester F4  (2009/10 K);KHB;13.06.2010 16:00;13.06.2010 18:00;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Rundfunkchor Berlin
Estnischer Nationaler Männerchor (RAM)
Prager Philharmonischer Chor (Damen)
Melanie Diener Sopran (Tove)
Claudia Mahnke Mezzosopran (Waldtaube)
Daniel Kirch Tenor (Waldemar)
Daniel Ohlmann Tenor (Klaus-Narr)
Ralf Lukas Bariton (Bauer)
Udo Samel Sprecher
Nicolas Fink Choreinstudierung
Lukas Vasilek Choreinstudierung
Andrus Siimon Choreinstudierung";Arnold Schönberg „Gurre-Lieder“ für Soli, Chor und Orchester (nach Jens Peter Jacobsen);Abo F
2009/10 K;Patenschaftsprojekt KHB 2009/2010 (2009/10 K);KHB;16.06.2010 18:00;16.06.2010 20:00;Werner-Otto-Saal;Konzert;Konzert;;;
2009/10 K;Konzerthausorchester E4  (2009/10 K);KHB;18.06.2010 20:00;18.06.2010 23:00;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Viktoria Mullova Violine";"Béla Bartók „Der wunderbare Mandarin“ - Suite nach der Musik zur Pantomime in einem Akt op. 19
Jean Sibelius Konzert für Violine und Orchester d-Moll op. 47
Johannes Brahms Sinfonie Nr. 1 c-Moll op. 68";Abo E
2009/10 K;Konzerthausorchester E4  (2009/10 K);KHB;19.06.2010 20:00;19.06.2010 23:00;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Viktoria Mullova Violine";"Béla Bartók „Der wunderbare Mandarin“ - Suite nach der Musik zur Pantomime in einem Akt op. 19
Jean Sibelius Konzert für Violine und Orchester d-Moll op. 47
Johannes Brahms Sinfonie Nr. 1 c-Moll op. 68";Abo E
2009/10 K;Konzerthausorchester C6  (2009/10 K);KHB;25.06.2010 20:00;25.06.2010 23:00;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Antoine Tamestit Viola";"Sofia Gubaidulina Konzert für Viola und Orchester
Gustav Mahler Sinfonie Nr. 9 D-Dur";Abo C
2009/10 K;Konzerthausorchester C6  (2009/10 K);KHB;25.06.2010 22:00;25.06.2010 23:00;Musikclub;Diskussionsveranstaltung;Nach(t)gespräch mit den Künstlern des Konzertes;"Konzerthausorchester Berlin
Lothar Zagrosek
Antoine Tamestit Viola";"Sofia Gubaidulina Konzert für Viola und Orchester
Gustav Mahler Sinfonie Nr. 9 D-Dur";Abo C
2009/10 K;Orgelkonzerte (2009/10 K);KHB;26.06.2010 15:30;26.06.2010 17:00;Großer Saal;Konzert;Konzert;Joachim Dalitz Orgel;"Johann Sebastian Bach Partite diverse sopra „Sei gegrüßet, Jesu gütig“ BWV 768
Felix Mendelssohn Bartholdy Präludium und Fuge G-Dur op. 37 Nr. 2
Louis Vierne „Pièces de Fantaisie“ - Troisième suite op. 54";
2009/10 K;Konzerthausorchester C6  (2009/10 K);KHB;26.06.2010 20:00;26.06.2010 23:00;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Antoine Tamestit Viola";"Sofia Gubaidulina Konzert für Viola und Orchester
Gustav Mahler Sinfonie Nr. 9 D-Dur";Abo C
2009/10 K;Konzerthausorchester C6  (2009/10 K);KHB;27.06.2010 16:00;27.06.2010 18:15;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Lothar Zagrosek
Antoine Tamestit Viola";"Sofia Gubaidulina Konzert für Viola und Orchester
Gustav Mahler Sinfonie Nr. 9 D-Dur";Abo C
2009/10 K;Aperto Piano Quartett 09/10 (2009/10 K);KHBKoop;27.06.2010 20:00;27.06.2010 22:30;Kleiner Saal;Konzert;Konzert;Aperto Piano Quartett;"Max Reger Streichtrio a-Moll op. 77b
Krzysztof Meyer Klavierquartett op. 112 (UA)
Robert Schumann Klavierquartett Es-Dur op. 47";
2009/10 K;Konzerthausorchester B6  (2009/10 K);KHB;02.07.2010 20:00;02.07.2010 23:00;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Thomas Dausgaard";"Richard Strauss „Der Bürger als Edelmann“ - Orchestersuite aus der Bühnenmusik nach Molière op. 60
Antonín Dvořák Sinfonie Nr. 6 D-Dur op. 60";Abo B
2009/10 K;Konzerthausorchester B6  (2009/10 K);KHB;03.07.2010 20:00;03.07.2010 23:00;Großer Saal;Konzert;Konzert;"Konzerthausorchester Berlin
Thomas Dausgaard";"Richard Strauss „Der Bürger als Edelmann“ - Orchestersuite aus der Bühnenmusik nach Molière op. 60
Antonín Dvořák Sinfonie Nr. 6 D-Dur op. 60";Abo B
2010/11 K;Konzerthausorchester Saisoneröffnung (2010/11 K);KHB;26.08.2010 18:00;26.08.2010 18:30;Eingangsfoyer;Festakt/Gala;Festakt/Gala;;;
2010/11 K;Konzerthausorchester Saisoneröffnung (2010/11 K);KHB;26.08.2010 19:30;26.08.2010 22:00;Großer Saal;Konzert;Gustav Mahlers Lebensstationen;;;
2010/11 K;Konzerthausorchester Saisoneröffnung (2010/11 K);KHB;26.08.2010 22:15;26.08.2010 23:30;Kleiner Saal;Konzert;Konzert;AUFWIND;;
2010/11 K;Konzerthausorchester Saisoneröffnung (2010/11 K);KHB;26.08.2010 22:15;26.08.2010 23:30;Werner-Otto-Saal;Konzert;Konzert;"Kammerensemble Neue Musik Berlin
Roland Kluttig";"Arnold Schönberg Streichtrio op. 45
Alban Berg Vier Stücke für Klarinette und Klavier op. 5
Hanns Eisler „Vierzehn Arten, den Regen zu beschreiben“ - Musik für Flöte, Klarinette, Klavier, Violine, Viola und Violoncello zum Film von Joris Ivens (mit Film)";
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;27.08.2010 07:00;27.08.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;28.08.2010 07:00;28.08.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;29.08.2010 07:00;29.08.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;30.08.2010 07:00;30.08.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;31.08.2010 07:00;31.08.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;01.09.2010 07:00;01.09.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;"Freundeskreis KHB 10/11""Fokus Konzerthaus"" (2010/11 K)";KHB;01.09.2010 19:00;01.09.2010 21:30;Musikclub;Diskussionsveranstaltung;Fokus Konzerthaus;;;
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;02.09.2010 07:00;02.09.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Konzerthausorchester A1 (2010/11 K);KHB;02.09.2010 20:00;02.09.2010 22:30;Großer Saal;Konzert;Chronist seiner Epoche;"Konzerthausorchester Berlin
Eliahu Inbal
Jörg Gudzuhn Sprecher";"Oskar Fried „Die Auswanderer“ - Melodram nach einem Text von Émile Verhaeren für Sprechstimme und Orchester
Dmitri Schostakowitsch Sinfonie Nr. 4 c-Moll op. 43";Abo A
2010/11 K;Konzerthausorchester A1 (2010/11 K);KHB;02.09.2010 22:00;02.09.2010 23:30;Besucherservice;Diskussionsveranstaltung;"Nach(t)gespräch mit den Künstlern des Abends
Moderation: Jens Schubbe";"Konzerthausorchester Berlin
Eliahu Inbal
Jörg Gudzuhn Sprecher";"Oskar Fried „Die Auswanderer“ - Melodram nach einem Text von Émile Verhaeren für Sprechstimme und Orchester
Dmitri Schostakowitsch Sinfonie Nr. 4 c-Moll op. 43";Abo A
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;03.09.2010 07:00;03.09.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Konzerthausorchester A1 (2010/11 K);KHB;03.09.2010 20:00;03.09.2010 22:30;Großer Saal;Konzert;Chronist seiner Epoche;"Konzerthausorchester Berlin
Eliahu Inbal
Jörg Gudzuhn Sprecher";"Oskar Fried „Die Auswanderer“ - Melodram nach einem Text von Émile Verhaeren für Sprechstimme und Orchester
Dmitri Schostakowitsch Sinfonie Nr. 4 c-Moll op. 43";Abo A
2010/11 K;Musiktheater I 10/11 (2010/11 K);KHB;03.09.2010 20:00;03.09.2010 23:00;Werner-Otto-Saal;Konzert;"Friedrich Goldmann 
„R. Hot bzw. die Hitze“
Opernfantasie nach dem Stück „Der Engländer“ von Jakob Michael Reinhold Lenz";"Ferenc Gábor Musikalische Leitung
Henriette Sehmsdorf Regie
Stefan Bleidorn Bühne
Sarah Rolke Kostüme
Friedemann Büttner Tenor
Gloria Rehm Sopran
Nicholas Isherwood Bariton
Timur Bekbosunov Tenor
Marco Valerio Bassbariton
John Harrison Bass
modern art ensemble";;
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;04.09.2010 07:00;04.09.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Konzerthausorchester A1 (2010/11 K);KHB;04.09.2010 20:00;04.09.2010 22:30;Großer Saal;Konzert;Chronist seiner Epoche;"Konzerthausorchester Berlin
Eliahu Inbal
Jörg Gudzuhn Sprecher";"Oskar Fried „Die Auswanderer“ - Melodram nach einem Text von Émile Verhaeren für Sprechstimme und Orchester
Dmitri Schostakowitsch Sinfonie Nr. 4 c-Moll op. 43";Abo A
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;05.09.2010 07:00;05.09.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;06.09.2010 07:00;06.09.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Der Blick auf den Klang 10/11 (2010/11 K);KHB;06.09.2010 20:00;06.09.2010 22:00;Musikclub;Film;„The Little Drummer Boy“;;;
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;07.09.2010 07:00;07.09.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Mahler Projekt I 10/11 (2010/11 K);KHB;07.09.2010 20:00;07.09.2010 22:30;Kleiner Saal;Konzert;Verlorene Feldwacht;"Dietrich Henschel Bariton
Michael Schäfer Klavier";"Richard Strauss „Soldatenlied“ o. op. 48 (Fallersleben)
Richard Strauss „Ruhe, meine Seele“ op. 27 Nr. 1 (Henkell)
Richard Strauss „Mein Herz ist stumm“ op. 19 Nr. 6 (Schack)
Richard Strauss „Lied an meinen Sohn“ op. 39 Nr. 5 (Dehmel)
Robert Schumann „Märzveilchen“ op. 40 Nr. 1 (Andersen)
Robert Schumann „Muttertraum“ op. 40 Nr. 2 (Andersen)
Robert Schumann „Der Soldat“ op. 40 Nr. 3 (Andersen)
Robert Schumann „Der Spielmann“ op. 40 Nr. 4 (Andersen)
Hans Pfitzner „Leierkastenmann“ op. 15 Nr. 1 (Busse)
Hans Pfitzner „Zorn“ op. 15 Nr. 2 (Eichendorff)
Hans Pfitzner „An die Mark“ op. 15 Nr. 3 (Stach-Lechner)
Hans Pfitzner „Sonst!“ op. 15 Nr. 4 (Eichendorff)
Gustav Mahler Acht Lieder auf Texte aus „Des Knaben Wunderhorn“";
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;08.09.2010 07:00;08.09.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Mahler Projekt I 10/11 (2010/11 K);KHB;08.09.2010 20:00;08.09.2010 22:30;Kleiner Saal;Konzert;Zeitgenossen der Zukunft;GrauSchumacher Piano Duo;"Franz Schubert Drei Militärmärsche für Klavier zu vier Händen op. 51 D 733
Gustav Mahler Sinfonie Nr. 6 a-Moll, für Klavier zu vier Händen bearbeitet von Alexander Zemlinsky";
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;09.09.2010 07:00;09.09.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Mahler Projekt I 10/11 (2010/11 K);KHB;09.09.2010 20:00;09.09.2010 22:30;Kleiner Saal;Konzert;Befreit von Patina;"ensemble unitedberlin
Vladimir Jurowski
Markus Schäfer Tenor";Hans Zender Schuberts „Winterreise“ - Eine komponierte Interpretation;
2010/11 K;Mahler Ausstellung 10/11 (2010/11 K);KHB;10.09.2010 07:00;10.09.2010 23:59;Carl-Maria-von-Weber-Saal;Ausstellung;Ausstellung;;;
2010/11 K;Konzerthausorchester B1 (2010/11 K);KHB;10.09.2010 20:00;10.09.2010 22:30;Großer Saal;Konzert;Bruchstücke;"Konzerthausorchester Berlin
Lothar Zagrosek
Christiane Iven Sopran";"Alban Berg Drei Bruchstücke aus „Wozzeck“ op. 7
Gustav Mahler Sinfonie Nr. 7 e-Moll";Abo B
2010/11 K;Orgelkonzerte (2010/11 K);KHB;11.09.2010 15:30;11.09.2010 17:00;Großer Saal;Konzert;Toccata;Joachim Dalitz Orgel;"Charles-Marie Widor Sinfonie Nr. 5 f-Moll op. 42 Nr. 1
Franz Liszt Fantasie und Fuge über den Choral „Ad nos, ad salutarem undam“";
2010/11 K;Konzerthausorchester B1 (2010/11 K);KHB;11.09.2010 20:00;11.09.2010 22:30;Großer Saal;Konzert;Bruchstücke;"Konzerthausorchester Berlin
Lothar Zagrosek
Christiane Iven Sopran";"Alban Berg Drei Bruchstücke aus „Wozzeck“ op. 7
Gustav Mahler Sinfonie Nr. 7 e-Moll";Abo B
2010/11 K;Musiktheater I 10/11 (2010/11 K);KHB;17.09.2010 20:00;17.09.2010 23:00;Werner-Otto-Saal;Konzert;"Friedrich Goldmann 
„R. Hot bzw. die Hitze“
Opernfantasie nach dem Stück „Der Engländer“ von Jakob Michael Reinhold Lenz";"Ferenc Gábor Musikalische Leitung
Henriette Sehmsdorf Regie
Stefan Bleidorn Bühne
Friedemann Büttner Tenor
Gloria Rehm Sopran
Nicholas Isherwood Bariton
Timur Bekbosunov Tenor
Marco Valerio Bassbariton
John Harrison Bass
Sarah Rolke Kostüme
modern art ensemble";;
2010/11 K;Papageno spielt auf der Zauberflöte (2010/11 K);KHB;18.09.2010 15:30;18.09.2010 17:00;Musikclub;Konzert;Papageno spielt auf der Zauberflöte;;;
2010/11 K;Musiktheater I 10/11 (2010/11 K);KHB;18.09.2010 20:00;18.09.2010 23:00;Werner-Otto-Saal;Konzert;"Friedrich Goldmann 
„R. Hot bzw. die Hitze“
Opernfantasie nach dem Stück „Der Engländer“ von Jakob Michael Reinhold Lenz";"Ferenc Gábor Musikalische Leitung
Henriette Sehmsdorf Regie
Stefan Bleidorn Bühne
Friedemann Büttner Tenor
Gloria Rehm Sopran
Nicholas Isherwood Bariton
Timur Bekbosunov Tenor
Marco Valerio Bassbariton
John Harrison Bass
Sarah Rolke Kostüme
modern art ensemble";;
2010/11 K;Konzerthausorchester M1  (2010/11 K);KHB;19.09.2010 11:00;19.09.2010 13:30;Kleiner Saal;Konzert;MOZ-Art;"Konzerthaus Kammerorchester
Sayako Kusaka Leitung und Violine
Teresa Kammerer Violine";"Wolfgang Amadeus Mozart „Eine kleine Nachtmusik“ G-Dur KV 525
Alfred Schnittke „MOZ-Art à la Haydn“ für zwei Violinen und zwei kleine Streichorchester
Pjotr Tschaikowsky Serenade für Streichorchester C-Dur op. 48";Abo M
2010/11 K;Papageno spielt auf der Zauberflöte (2010/11 K);KHB;19.09.2010 15:30;19.09.2010 17:00;Musikclub;Konzert;Papageno spielt auf der Zauberflöte;;;
2010/11 K;Musiktheater I 10/11 (2010/11 K);KHB;19.09.2010 20:00;19.09.2010 23:00;Werner-Otto-Saal;Konzert;"Friedrich Goldmann 
„R. Hot bzw. die Hitze“
Opernfantasie nach dem Stück „Der Engländer“ von Jakob Michael Reinhold Lenz";"Ferenc Gábor Musikalische Leitung
Henriette Sehmsdorf Regie
Stefan Bleidorn Bühne
Friedemann Büttner Tenor
Gloria Rehm Sopran
Nicholas Isherwood Bariton
Timur Bekbosunov Tenor
Marco Valerio Bassbariton
John Harrison Bass
Sarah Rolke Kostüme
modern art ensemble";;
2010/11 K;"Freundeskreis KHB 10/11""Fokus Konzerthaus"" (2010/11 K)";KHB;21.09.2010 19:00;21.09.2010 21:30;Musikclub;Diskussionsveranstaltung;Fokus Konzerthaus;;;
2010/11 K;Berlin PianoPercussion (2010/11 K);KHB;21.09.2010 20:00;21.09.2010 22:30;Werner-Otto-Saal;Konzert;Polaritäten, Deutschland - Frankreich - China;Ensemble Berlin PianoPercussion;"Eric Maestri „Endeared“ für zwei Klaviere und zwei Schlagzeuger (Deutsche EA)
Gao Ping „The mountain“ für zwei Klaviere
Helmut Zapf „Störung“ für zwei Schlagzeuger, Klavier und Elektronikzuspiel
Régis Campo „Eternal Sunshine.1“ für zwei Klaviere und Schlagzeug (UA der neuen Version)
Mauricio Kagel „Rrrrrrr ...“ - Sechs Duos für zwei Schlagzeuger
Rainer Rubbert Neues Werk (UA)";
2010/11 K;Konzerthausorchester C1  (2010/11 K);KHB;24.09.2010 20:00;24.09.2010 22:30;Großer Saal;Konzert;Sport, Spiel, Spannung;"Konzerthausorchester Berlin
Lothar Zagrosek
Fazil Say Klavier";"Erwin Schulhoff Suite für Kammerorchester
Claude Debussy „Jeux“ - Poème dansé
Arthur Honegger „Pacific 231“ - Mouvement symphonique Nr. 1
George Gershwin „Rhapsody in Blue“ für Klavier und Orchester";Abo C, Abo Artist
2010/11 K;Konzerthausorchester C1  (2010/11 K);KHB;25.09.2010 20:00;25.09.2010 22:30;Großer Saal;Konzert;Sport, Spiel, Spannung;"Konzerthausorchester Berlin
Lothar Zagrosek
Fazil Say Klavier";"Erwin Schulhoff Suite für Kammerorchester
Claude Debussy „Jeux“ - Poème dansé
Arthur Honegger „Pacific 231“ - Mouvement symphonique Nr. 1
George Gershwin „Rhapsody in Blue“ für Klavier und Orchester";Abo C
2010/11 K;Vogler-Quartett (2010/11 K);KHBKoop;25.09.2010 20:00;25.09.2010 23:00;Kleiner Saal;Konzert;Vier plus eins;"Vogler Quartett
Julian Arp Violoncello";"Joseph Haydn Streichquartett D-Dur op. 20 Nr. 4 Hob III:34
Anton Arensky Quartett für Violine, Viola und zwei Violoncelli a-Moll op. 35
Franz Schubert Streichquintett C-Dur op. post. 163 D 956";
